sender,receiver,type,amount,fraud
112,870,TRANSFER,26.12,False
112,520,TRANSFER,26.12,False
112,336,TRANSFER,26.12,False
112,509,TRANSFER,26.12,False
598,673,TRANSFER,256.01,False
748,563,TRANSFER,462.45,False
393,331,TRANSFER,319.72,False
843,25,TRANSFER,566.78,False
896,929,TRANSFER,281.85,False
379,231,TRANSFER,165.61,False
379,773,TRANSFER,165.61,False
379,247,TRANSFER,165.61,False
379,879,TRANSFER,165.61,False
379,938,TRANSFER,165.61,False
379,65,TRANSFER,165.61,False
33,389,TRANSFER,4137.91,False
700,918,TRANSFER,16.38,False
700,992,TRANSFER,16.38,False
700,499,TRANSFER,16.38,False
700,258,TRANSFER,16.38,False
700,424,TRANSFER,16.38,False
700,602,TRANSFER,16.38,False
700,957,TRANSFER,16.38,False
700,706,TRANSFER,16.38,False
700,838,TRANSFER,16.38,False
700,890,TRANSFER,16.38,False
325,920,TRANSFER,180.4,False
840,295,TRANSFER,525.79,False
951,68,TRANSFER,452.48,False
816,19,TRANSFER,12.52,False
816,393,TRANSFER,12.52,False
816,671,TRANSFER,12.52,False
816,782,TRANSFER,12.52,False
816,892,TRANSFER,12.52,False
816,893,TRANSFER,12.52,False
816,312,TRANSFER,12.52,False
816,797,TRANSFER,12.52,False
816,776,TRANSFER,12.52,False
816,567,TRANSFER,12.52,False
816,833,TRANSFER,12.52,False
816,415,TRANSFER,12.52,False
816,936,TRANSFER,12.52,False
762,880,TRANSFER,111.8,False
762,364,TRANSFER,111.8,False
762,597,TRANSFER,111.8,False
762,400,TRANSFER,111.8,False
762,642,TRANSFER,111.8,False
762,972,TRANSFER,111.8,False
762,600,TRANSFER,111.8,False
762,987,TRANSFER,111.8,False
762,701,TRANSFER,111.8,False
762,519,TRANSFER,111.8,False
762,619,TRANSFER,111.8,False
51,984,TRANSFER,489.58,False
950,69,TRANSFER,514.09,False
846,808,TRANSFER,491.11,False
439,222,TRANSFER,757.22,False
650,871,TRANSFER,549.03,False
403,387,TRANSFER,16.88,False
403,750,TRANSFER,16.88,False
403,961,TRANSFER,16.88,False
403,951,TRANSFER,16.88,False
403,504,TRANSFER,16.88,False
403,969,TRANSFER,16.88,False
403,914,TRANSFER,16.88,False
679,496,TRANSFER,143.52,False
679,994,TRANSFER,143.52,False
679,246,TRANSFER,143.52,False
679,763,TRANSFER,143.52,False
679,995,TRANSFER,143.52,False
679,479,TRANSFER,143.52,False
679,768,TRANSFER,143.52,False
679,328,TRANSFER,143.52,False
679,988,TRANSFER,143.52,False
679,912,TRANSFER,143.52,False
588,809,TRANSFER,353.73,False
441,776,TRANSFER,576.26,False
549,266,TRANSFER,548.17,False
333,643,TRANSFER,719.6,False
329,385,TRANSFER,384.49,False
44,353,TRANSFER,465.04,False
741,809,TRANSFER,473.73,False
351,253,TRANSFER,499.73,False
46,963,TRANSFER,438.2,False
412,797,TRANSFER,15.17,False
412,963,TRANSFER,15.17,False
412,932,TRANSFER,15.17,False
412,503,TRANSFER,15.17,False
412,768,TRANSFER,15.17,False
412,625,TRANSFER,15.17,False
412,968,TRANSFER,15.17,False
546,634,TRANSFER,414.64,False
459,962,TRANSFER,437.82,False
652,709,TRANSFER,524.22,False
845,394,TRANSFER,471.72,False
570,961,TRANSFER,179.57,False
570,48,TRANSFER,179.57,False
570,589,TRANSFER,179.57,False
570,787,TRANSFER,179.57,False
570,998,TRANSFER,179.57,False
570,536,TRANSFER,179.57,False
570,193,TRANSFER,179.57,False
570,372,TRANSFER,179.57,False
570,593,TRANSFER,179.57,False
759,440,TRANSFER,561.79,False
910,270,TRANSFER,9.11,False
910,691,TRANSFER,9.11,False
910,320,TRANSFER,9.11,False
910,421,TRANSFER,9.11,False
910,894,TRANSFER,9.11,False
910,356,TRANSFER,9.11,False
910,588,TRANSFER,9.11,False
910,863,TRANSFER,9.11,False
910,776,TRANSFER,9.11,False
910,842,TRANSFER,9.11,False
910,600,TRANSFER,9.11,False
910,798,TRANSFER,9.11,False
910,612,TRANSFER,9.11,False
910,922,TRANSFER,9.11,False
910,549,TRANSFER,9.11,False
910,439,TRANSFER,9.11,False
910,956,TRANSFER,9.11,False
910,64,TRANSFER,9.11,False
910,916,TRANSFER,9.11,False
40,212,TRANSFER,400.23,False
958,909,TRANSFER,547.98,False
341,980,TRANSFER,597.73,False
646,891,TRANSFER,463.64,False
214,990,TRANSFER,23.76,False
214,820,TRANSFER,23.76,False
214,733,TRANSFER,23.76,False
214,319,TRANSFER,23.76,False
214,719,TRANSFER,23.76,False
952,45,TRANSFER,537.36,False
168,662,TRANSFER,156.05,False
168,961,TRANSFER,156.05,False
168,952,TRANSFER,156.05,False
168,657,TRANSFER,156.05,False
168,581,TRANSFER,156.05,False
641,211,TRANSFER,470.8,False
458,990,TRANSFER,557.09,False
559,35,TRANSFER,483.45,False
254,224,TRANSFER,581.96,False
744,198,TRANSFER,437.55,False
579,754,TRANSFER,146.24,False
579,964,TRANSFER,146.24,False
579,943,TRANSFER,146.24,False
579,944,TRANSFER,146.24,False
579,977,TRANSFER,146.24,False
579,978,TRANSFER,146.24,False
579,936,TRANSFER,146.24,False
579,708,TRANSFER,146.24,False
558,797,TRANSFER,481.73,False
849,56,TRANSFER,530.54,False
32,452,TRANSFER,56.04,False
353,44,TRANSFER,440.39,False
456,929,TRANSFER,562.04,False
659,440,TRANSFER,573.41,False
437,985,TRANSFER,1243.58,False
144,572,TRANSFER,439.86,False
42,865,TRANSFER,573.52,False
453,851,TRANSFER,583.38,False
54,531,TRANSFER,501.58,False
117,595,TRANSFER,25.66,False
117,894,TRANSFER,25.66,False
117,80,TRANSFER,25.66,False
117,915,TRANSFER,25.66,False
970,173,TRANSFER,120.9,False
970,295,TRANSFER,120.9,False
970,793,TRANSFER,120.9,False
970,991,TRANSFER,120.9,False
970,652,TRANSFER,120.9,False
970,575,TRANSFER,120.9,False
970,799,TRANSFER,120.9,False
970,678,TRANSFER,120.9,False
970,537,TRANSFER,120.9,False
970,999,TRANSFER,120.9,False
970,736,TRANSFER,120.9,False
970,936,TRANSFER,120.9,False
970,959,TRANSFER,120.9,False
970,560,TRANSFER,120.9,False
970,781,TRANSFER,120.9,False
970,421,TRANSFER,120.9,False
970,861,TRANSFER,120.9,False
970,465,TRANSFER,120.9,False
970,366,TRANSFER,120.9,False
970,840,TRANSFER,120.9,False
970,587,TRANSFER,120.9,False
970,983,TRANSFER,120.9,False
970,720,TRANSFER,120.9,False
970,985,TRANSFER,120.9,False
970,127,TRANSFER,120.9,False
970,822,TRANSFER,120.9,False
970,866,TRANSFER,120.9,False
970,988,TRANSFER,120.9,False
970,989,TRANSFER,120.9,False
970,969,TRANSFER,120.9,False
970,608,TRANSFER,120.9,False
970,906,TRANSFER,120.9,False
970,43,TRANSFER,120.9,False
250,26,TRANSFER,536.2,False
746,496,TRANSFER,534.53,False
942,681,TRANSFER,453.97,False
751,783,TRANSFER,468.79,False
946,59,TRANSFER,580.1,False
642,221,TRANSFER,494.52,False
859,286,TRANSFER,564.34,False
153,993,TRANSFER,535.23,False
243,584,TRANSFER,504.17,False
445,561,TRANSFER,467.57,False
833,99,TRANSFER,375.21,False
948,809,TRANSFER,595.46,False
395,520,TRANSFER,296.44,False
550,990,TRANSFER,428.45,False
310,387,TRANSFER,16.79,False
310,533,TRANSFER,16.79,False
310,963,TRANSFER,16.79,False
310,911,TRANSFER,16.79,False
310,528,TRANSFER,16.79,False
310,260,TRANSFER,16.79,False
940,15,TRANSFER,547.09,False
863,693,TRANSFER,103.83,False
863,551,TRANSFER,103.83,False
863,463,TRANSFER,103.83,False
863,300,TRANSFER,103.83,False
863,498,TRANSFER,103.83,False
863,710,TRANSFER,103.83,False
863,556,TRANSFER,103.83,False
863,479,TRANSFER,103.83,False
863,964,TRANSFER,103.83,False
863,205,TRANSFER,103.83,False
863,80,TRANSFER,103.83,False
863,702,TRANSFER,103.83,False
863,879,TRANSFER,103.83,False
863,707,TRANSFER,103.83,False
863,53,TRANSFER,103.83,False
352,880,TRANSFER,534.01,False
356,341,TRANSFER,468.04,False
55,330,TRANSFER,586.57,False
742,892,TRANSFER,441.92,False
347,275,TRANSFER,499.07,False
999,907,TRANSFER,296.07,False
999,590,TRANSFER,296.07,False
999,353,TRANSFER,296.07,False
999,991,TRANSFER,296.07,False
999,750,TRANSFER,296.07,False
248,552,TRANSFER,403.7,False
753,350,TRANSFER,408.89,False
858,692,TRANSFER,540.67,False
852,919,TRANSFER,590.66,False
658,78,TRANSFER,413.29,False
48,999,TRANSFER,447.72,False
984,88,TRANSFER,363.26,False
525,111,TRANSFER,954.84,False
358,299,TRANSFER,579.79,False
159,143,TRANSFER,434.95,False
621,566,TRANSFER,145.31,False
258,125,TRANSFER,531.07,False
643,771,TRANSFER,483.01,False
842,471,TRANSFER,421.6,False
19,738,TRANSFER,95.11,False
19,20,TRANSFER,95.11,False
242,443,TRANSFER,426.67,False
344,980,TRANSFER,481.17,False
359,320,TRANSFER,563.61,False
470,694,TRANSFER,194.47,False
470,874,TRANSFER,194.47,False
470,16,TRANSFER,194.47,False
470,744,TRANSFER,194.47,False
470,777,TRANSFER,194.47,False
470,689,TRANSFER,194.47,False
470,725,TRANSFER,194.47,False
256,951,TRANSFER,549.83,False
343,665,TRANSFER,429.67,False
755,784,TRANSFER,414.47,False
969,371,TRANSFER,197.19,False
969,351,TRANSFER,197.19,False
969,672,TRANSFER,197.19,False
969,573,TRANSFER,197.19,False
969,630,TRANSFER,197.19,False
969,158,TRANSFER,197.19,False
969,433,TRANSFER,197.19,False
969,994,TRANSFER,197.19,False
969,237,TRANSFER,197.19,False
969,997,TRANSFER,197.19,False
969,117,TRANSFER,197.19,False
969,899,TRANSFER,197.19,False
969,998,TRANSFER,197.19,False
969,834,TRANSFER,197.19,False
969,439,TRANSFER,197.19,False
969,936,TRANSFER,197.19,False
969,718,TRANSFER,197.19,False
969,281,TRANSFER,197.19,False
969,261,TRANSFER,197.19,False
969,484,TRANSFER,197.19,False
969,541,TRANSFER,197.19,False
969,740,TRANSFER,197.19,False
969,962,TRANSFER,197.19,False
969,845,TRANSFER,197.19,False
969,988,TRANSFER,197.19,False
969,901,TRANSFER,197.19,False
969,648,TRANSFER,197.19,False
969,208,TRANSFER,197.19,False
969,748,TRANSFER,197.19,False
969,629,TRANSFER,197.19,False
969,728,TRANSFER,197.19,False
454,992,TRANSFER,574.51,False
444,431,TRANSFER,526.46,False
876,780,TRANSFER,115.12,False
876,890,TRANSFER,115.12,False
876,750,TRANSFER,115.12,False
876,301,TRANSFER,115.12,False
876,137,TRANSFER,115.12,False
876,225,TRANSFER,115.12,False
876,996,TRANSFER,115.12,False
876,139,TRANSFER,115.12,False
876,91,TRANSFER,115.12,False
876,449,TRANSFER,115.12,False
876,636,TRANSFER,115.12,False
876,934,TRANSFER,115.12,False
876,737,TRANSFER,115.12,False
876,926,TRANSFER,115.12,False
876,905,TRANSFER,115.12,False
945,808,TRANSFER,462.14,False
540,660,TRANSFER,458.2,False
465,36,TRANSFER,107.52,False
465,586,TRANSFER,107.52,False
465,313,TRANSFER,107.52,False
465,205,TRANSFER,107.52,False
465,636,TRANSFER,107.52,False
465,958,TRANSFER,107.52,False
465,690,TRANSFER,107.52,False
731,211,TRANSFER,877.68,False
259,720,TRANSFER,542.46,False
975,391,TRANSFER,158.61,False
975,593,TRANSFER,158.61,False
975,651,TRANSFER,158.61,False
975,992,TRANSFER,158.61,False
975,410,TRANSFER,158.61,False
975,377,TRANSFER,158.61,False
975,994,TRANSFER,158.61,False
975,931,TRANSFER,158.61,False
975,953,TRANSFER,158.61,False
975,998,TRANSFER,158.61,False
975,438,TRANSFER,158.61,False
975,912,TRANSFER,158.61,False
975,978,TRANSFER,158.61,False
975,935,TRANSFER,158.61,False
975,837,TRANSFER,158.61,False
975,182,TRANSFER,158.61,False
975,360,TRANSFER,158.61,False
975,284,TRANSFER,158.61,False
975,680,TRANSFER,158.61,False
975,364,TRANSFER,158.61,False
975,543,TRANSFER,158.61,False
975,488,TRANSFER,158.61,False
975,984,TRANSFER,158.61,False
975,545,TRANSFER,158.61,False
975,963,TRANSFER,158.61,False
975,589,TRANSFER,158.61,False
975,326,TRANSFER,158.61,False
975,624,TRANSFER,158.61,False
975,988,TRANSFER,158.61,False
975,889,TRANSFER,158.61,False
975,967,TRANSFER,158.61,False
975,969,TRANSFER,158.61,False
975,849,TRANSFER,158.61,False
975,41,TRANSFER,158.61,False
140,985,TRANSFER,500.73,False
740,495,TRANSFER,408.86,False
56,189,TRANSFER,421.8,False
556,188,TRANSFER,589.78,False
455,884,TRANSFER,536.2,False
147,908,TRANSFER,567.66,False
752,909,TRANSFER,542.5,False
545,576,TRANSFER,415.57,False
127,254,TRANSFER,174.11,False
854,58,TRANSFER,462.79,False
443,242,TRANSFER,493.44,False
239,484,TRANSFER,0.0,False
58,810,TRANSFER,541.3,False
246,884,TRANSFER,574.36,False
747,990,TRANSFER,547.11,False
87,994,TRANSFER,369.89,False
255,870,TRANSFER,408.39,False
148,861,TRANSFER,583.7,False
45,894,TRANSFER,574.09,False
869,26,TRANSFER,165.77,False
869,390,TRANSFER,165.77,False
869,331,TRANSFER,165.77,False
869,497,TRANSFER,165.77,False
869,773,TRANSFER,165.77,False
869,521,TRANSFER,165.77,False
869,697,TRANSFER,165.77,False
869,996,TRANSFER,165.77,False
869,402,TRANSFER,165.77,False
869,777,TRANSFER,165.77,False
869,722,TRANSFER,165.77,False
869,789,TRANSFER,165.77,False
869,978,TRANSFER,165.77,False
869,638,TRANSFER,165.77,False
869,949,TRANSFER,165.77,False
499,463,TRANSFER,271.85,False
521,929,TRANSFER,352.15,False
655,990,TRANSFER,577.71,False
847,907,TRANSFER,402.52,False
600,221,TRANSFER,12.45,False
600,970,TRANSFER,12.45,False
600,993,TRANSFER,12.45,False
600,994,TRANSFER,12.45,False
600,997,TRANSFER,12.45,False
600,856,TRANSFER,12.45,False
600,988,TRANSFER,12.45,False
600,903,TRANSFER,12.45,False
600,262,TRANSFER,12.45,False
107,882,TRANSFER,33.31,False
107,995,TRANSFER,33.31,False
107,946,TRANSFER,33.31,False
107,96,TRANSFER,33.31,False
450,550,TRANSFER,425.42,False
955,773,TRANSFER,480.76,False
943,34,TRANSFER,498.45,False
492,882,TRANSFER,337.27,False
989,198,TRANSFER,264.6,False
989,795,TRANSFER,264.6,False
354,983,TRANSFER,521.95,False
855,580,TRANSFER,569.55,False
139,873,TRANSFER,193.08,False
947,929,TRANSFER,510.08,False
924,291,TRANSFER,878.06,False
555,881,TRANSFER,473.85,False
348,991,TRANSFER,583.4,False
548,264,TRANSFER,510.16,False
105,440,TRANSFER,30.51,False
105,397,TRANSFER,30.51,False
105,986,TRANSFER,30.51,False
105,807,TRANSFER,30.51,False
647,781,TRANSFER,530.4,False
306,431,TRANSFER,17.76,False
306,112,TRANSFER,17.76,False
306,841,TRANSFER,17.76,False
306,249,TRANSFER,17.76,False
306,812,TRANSFER,17.76,False
306,350,TRANSFER,17.76,False
342,980,TRANSFER,596.59,False
544,132,TRANSFER,404.1,False
241,128,TRANSFER,572.27,False
189,56,TRANSFER,247.88,False
743,264,TRANSFER,504.89,False
640,540,TRANSFER,533.65,False
959,450,TRANSFER,406.85,False
554,176,TRANSFER,488.95,False
826,809,TRANSFER,1028.41,False
240,401,TRANSFER,558.46,False
154,991,TRANSFER,569.08,False
657,166,TRANSFER,505.36,False
452,411,TRANSFER,559.86,False
944,66,TRANSFER,478.51,False
962,170,TRANSFER,177.58,False
962,372,TRANSFER,177.58,False
962,210,TRANSFER,177.58,False
962,992,TRANSFER,177.58,False
962,871,TRANSFER,177.58,False
962,112,TRANSFER,177.58,False
962,795,TRANSFER,177.58,False
962,476,TRANSFER,177.58,False
962,997,TRANSFER,177.58,False
962,810,TRANSFER,177.58,False
962,459,TRANSFER,177.58,False
962,998,TRANSFER,177.58,False
962,658,TRANSFER,177.58,False
962,977,TRANSFER,177.58,False
962,856,TRANSFER,177.58,False
962,878,TRANSFER,177.58,False
962,817,TRANSFER,177.58,False
962,380,TRANSFER,177.58,False
962,681,TRANSFER,177.58,False
962,664,TRANSFER,177.58,False
962,961,TRANSFER,177.58,False
962,962,TRANSFER,177.58,False
962,841,TRANSFER,177.58,False
962,963,TRANSFER,177.58,False
962,524,TRANSFER,177.58,False
962,449,TRANSFER,177.58,False
962,988,TRANSFER,177.58,False
962,846,TRANSFER,177.58,False
962,408,TRANSFER,177.58,False
962,606,TRANSFER,177.58,False
962,829,TRANSFER,177.58,False
949,77,TRANSFER,554.58,False
552,550,TRANSFER,527.39,False
25,843,TRANSFER,5.05,False
155,909,TRANSFER,468.45,False
941,196,TRANSFER,480.94,False
244,782,TRANSFER,530.15,False
355,961,TRANSFER,443.75,False
398,792,TRANSFER,317.27,False
857,693,TRANSFER,520.85,False
644,693,TRANSFER,495.33,False
790,551,TRANSFER,246.36,False
446,287,TRANSFER,424.85,False
672,870,TRANSFER,128.78,False
672,278,TRANSFER,128.78,False
672,796,TRANSFER,128.78,False
672,985,TRANSFER,128.78,False
672,854,TRANSFER,128.78,False
672,415,TRANSFER,128.78,False
672,604,TRANSFER,128.78,False
672,979,TRANSFER,128.78,False
672,183,TRANSFER,128.78,False
719,990,TRANSFER,12.15,False
719,980,TRANSFER,12.15,False
719,640,TRANSFER,12.15,False
719,993,TRANSFER,12.15,False
719,565,TRANSFER,12.15,False
719,312,TRANSFER,12.15,False
719,216,TRANSFER,12.15,False
719,998,TRANSFER,12.15,False
719,329,TRANSFER,12.15,False
719,959,TRANSFER,12.15,False
158,992,TRANSFER,488.45,False
132,544,TRANSFER,101.31,False
53,863,TRANSFER,464.01,False
253,950,TRANSFER,587.69,False
939,690,TRANSFER,982.03,False
177,919,TRANSFER,128.78,False
177,885,TRANSFER,128.78,False
177,823,TRANSFER,128.78,False
177,747,TRANSFER,128.78,False
177,726,TRANSFER,128.78,False
765,584,TRANSFER,176.53,False
765,960,TRANSFER,176.53,False
765,465,TRANSFER,176.53,False
765,851,TRANSFER,176.53,False
765,554,TRANSFER,176.53,False
765,510,TRANSFER,176.53,False
765,896,TRANSFER,176.53,False
765,998,TRANSFER,176.53,False
765,922,TRANSFER,176.53,False
765,714,TRANSFER,176.53,False
765,619,TRANSFER,176.53,False
757,432,TRANSFER,544.91,False
100,675,TRANSFER,40.75,False
100,632,TRANSFER,40.75,False
100,811,TRANSFER,40.75,False
100,515,TRANSFER,40.75,False
779,891,TRANSFER,131.96,False
779,991,TRANSFER,131.96,False
779,873,TRANSFER,131.96,False
779,379,TRANSFER,131.96,False
779,406,TRANSFER,131.96,False
779,814,TRANSFER,131.96,False
779,638,TRANSFER,131.96,False
779,749,TRANSFER,131.96,False
779,838,TRANSFER,131.96,False
779,394,TRANSFER,131.96,False
779,570,TRANSFER,131.96,False
668,386,TRANSFER,169.97,False
668,586,TRANSFER,169.97,False
668,532,TRANSFER,169.97,False
668,544,TRANSFER,169.97,False
668,984,TRANSFER,169.97,False
668,797,TRANSFER,169.97,False
668,757,TRANSFER,169.97,False
668,967,TRANSFER,169.97,False
668,170,TRANSFER,169.97,False
47,899,TRANSFER,513.5,False
573,143,TRANSFER,176.75,False
573,883,TRANSFER,176.75,False
573,787,TRANSFER,176.75,False
573,931,TRANSFER,176.75,False
573,280,TRANSFER,176.75,False
573,392,TRANSFER,176.75,False
573,849,TRANSFER,176.75,False
573,906,TRANSFER,176.75,False
340,929,TRANSFER,430.26,False
257,320,TRANSFER,540.26,False
553,583,TRANSFER,416.91,False
625,353,TRANSFER,152.64,False
944,66,TRANSFER,478.51,False
71,761,TRANSFER,118.66,False
71,423,TRANSFER,118.66,False
71,998,TRANSFER,118.66,False
71,912,TRANSFER,118.66,False
659,440,TRANSFER,573.41,False
258,125,TRANSFER,531.07,False
512,100,TRANSFER,14.38,False
512,397,TRANSFER,14.38,False
512,105,TRANSFER,14.38,False
512,798,TRANSFER,14.38,False
512,999,TRANSFER,14.38,False
512,868,TRANSFER,14.38,False
512,946,TRANSFER,14.38,False
743,264,TRANSFER,504.89,False
126,793,TRANSFER,1520.75,False
689,111,TRANSFER,277.91,False
640,540,TRANSFER,533.65,False
699,980,TRANSFER,211.39,False
146,919,TRANSFER,546.32,False
644,693,TRANSFER,495.33,False
464,572,TRANSFER,178.96,False
464,992,TRANSFER,178.96,False
464,666,TRANSFER,178.96,False
464,997,TRANSFER,178.96,False
464,999,TRANSFER,178.96,False
464,977,TRANSFER,178.96,False
464,913,TRANSFER,178.96,False
853,89,TRANSFER,496.17,False
147,908,TRANSFER,567.66,False
744,198,TRANSFER,437.55,False
346,993,TRANSFER,575.53,False
855,580,TRANSFER,569.55,False
58,810,TRANSFER,541.3,False
858,692,TRANSFER,540.67,False
748,563,TRANSFER,462.45,False
557,564,TRANSFER,411.57,False
144,572,TRANSFER,439.86,False
543,992,TRANSFER,426.45,False
649,165,TRANSFER,460.04,False
397,176,TRANSFER,277.7,False
704,991,TRANSFER,17.04,False
704,246,TRANSFER,17.04,False
704,444,TRANSFER,17.04,False
704,337,TRANSFER,17.04,False
704,515,TRANSFER,17.04,False
704,945,TRANSFER,17.04,False
704,959,TRANSFER,17.04,False
704,816,TRANSFER,17.04,False
704,471,TRANSFER,17.04,False
704,383,TRANSFER,17.04,False
555,881,TRANSFER,473.85,False
358,299,TRANSFER,579.79,False
953,907,TRANSFER,491.17,False
643,771,TRANSFER,483.01,False
751,783,TRANSFER,468.79,False
52,200,TRANSFER,416.08,False
240,401,TRANSFER,558.46,False
161,761,TRANSFER,140.99,False
161,993,TRANSFER,140.99,False
161,865,TRANSFER,140.99,False
161,471,TRANSFER,140.99,False
161,593,TRANSFER,140.99,False
544,132,TRANSFER,404.1,False
652,709,TRANSFER,524.22,False
484,990,TRANSFER,384.57,False
958,909,TRANSFER,547.98,False
66,314,TRANSFER,159.63,False
66,514,TRANSFER,159.63,False
66,944,TRANSFER,159.63,False
66,817,TRANSFER,159.63,False
152,474,TRANSFER,411.6,False
752,909,TRANSFER,542.5,False
356,341,TRANSFER,468.04,False
43,276,TRANSFER,448.77,False
351,253,TRANSFER,499.73,False
897,781,TRANSFER,252.75,False
13,651,TRANSFER,87.79,False
13,943,TRANSFER,87.79,False
780,497,TRANSFER,286.97,False
245,324,TRANSFER,469.41,False
253,950,TRANSFER,587.69,False
443,242,TRANSFER,493.44,False
45,894,TRANSFER,574.09,False
851,590,TRANSFER,498.94,False
354,983,TRANSFER,521.95,False
54,531,TRANSFER,501.58,False
737,264,TRANSFER,467.21,False
107,882,TRANSFER,33.31,False
107,995,TRANSFER,33.31,False
107,946,TRANSFER,33.31,False
107,96,TRANSFER,33.31,False
81,385,TRANSFER,384.61,False
446,287,TRANSFER,424.85,False
18,660,TRANSFER,90.51,False
18,635,TRANSFER,90.51,False
506,808,TRANSFER,27.04,False
506,991,TRANSFER,27.04,False
506,992,TRANSFER,27.04,False
506,971,TRANSFER,27.04,False
506,565,TRANSFER,27.04,False
506,944,TRANSFER,27.04,False
506,957,TRANSFER,27.04,False
141,331,TRANSFER,407.88,False
145,783,TRANSFER,471.7,False
233,199,TRANSFER,351.35,False
406,809,TRANSFER,15.22,False
406,992,TRANSFER,15.22,False
406,158,TRANSFER,15.22,False
406,853,TRANSFER,15.22,False
406,459,TRANSFER,15.22,False
406,976,TRANSFER,15.22,False
406,723,TRANSFER,15.22,False
257,320,TRANSFER,540.26,False
143,573,TRANSFER,597.65,False
445,561,TRANSFER,467.57,False
452,411,TRANSFER,559.86,False
355,961,TRANSFER,443.75,False
852,919,TRANSFER,590.66,False
951,68,TRANSFER,452.48,False
140,985,TRANSFER,500.73,False
948,809,TRANSFER,595.46,False
959,450,TRANSFER,406.85,False
40,212,TRANSFER,400.23,False
345,991,TRANSFER,535.98,False
326,451,TRANSFER,120.71,False
857,693,TRANSFER,520.85,False
549,266,TRANSFER,548.17,False
755,784,TRANSFER,414.47,False
46,963,TRANSFER,438.2,False
299,761,TRANSFER,346.95,False
647,781,TRANSFER,530.4,False
340,929,TRANSFER,430.26,False
17,248,TRANSFER,99.13,False
17,609,TRANSFER,99.13,False
759,440,TRANSFER,561.79,False
750,287,TRANSFER,450.92,False
592,992,TRANSFER,341.26,False
559,35,TRANSFER,483.45,False
149,992,TRANSFER,433.88,False
249,809,TRANSFER,408.13,False
648,991,TRANSFER,412.04,False
353,44,TRANSFER,440.39,False
742,892,TRANSFER,441.92,False
546,634,TRANSFER,414.64,False
669,674,TRANSFER,172.71,False
669,344,TRANSFER,172.71,False
669,642,TRANSFER,172.71,False
669,776,TRANSFER,172.71,False
669,337,TRANSFER,172.71,False
669,679,TRANSFER,172.71,False
669,778,TRANSFER,172.71,False
669,746,TRANSFER,172.71,False
669,260,TRANSFER,172.71,False
669,926,TRANSFER,172.71,False
746,496,TRANSFER,534.53,False
53,863,TRANSFER,464.01,False
964,250,TRANSFER,168.61,False
964,450,TRANSFER,168.61,False
964,395,TRANSFER,168.61,False
964,672,TRANSFER,168.61,False
964,970,TRANSFER,168.61,False
964,795,TRANSFER,168.61,False
964,993,TRANSFER,168.61,False
964,355,TRANSFER,168.61,False
964,896,TRANSFER,168.61,False
964,974,TRANSFER,168.61,False
964,832,TRANSFER,168.61,False
964,997,TRANSFER,168.61,False
964,899,TRANSFER,168.61,False
964,976,TRANSFER,168.61,False
964,998,TRANSFER,168.61,False
964,877,TRANSFER,168.61,False
964,779,TRANSFER,168.61,False
964,417,TRANSFER,168.61,False
964,836,TRANSFER,168.61,False
964,715,TRANSFER,168.61,False
964,958,TRANSFER,168.61,False
964,99,TRANSFER,168.61,False
964,760,TRANSFER,168.61,False
964,663,TRANSFER,168.61,False
964,842,TRANSFER,168.61,False
964,920,TRANSFER,168.61,False
964,986,TRANSFER,168.61,False
964,766,TRANSFER,168.61,False
964,802,TRANSFER,168.61,False
964,924,TRANSFER,168.61,False
964,848,TRANSFER,168.61,False
964,925,TRANSFER,168.61,False
849,56,TRANSFER,530.54,False
971,890,TRANSFER,156.6,False
971,693,TRANSFER,156.6,False
971,992,TRANSFER,156.6,False
971,531,TRANSFER,156.6,False
971,279,TRANSFER,156.6,False
971,754,TRANSFER,156.6,False
971,931,TRANSFER,156.6,False
971,712,TRANSFER,156.6,False
971,756,TRANSFER,156.6,False
971,999,TRANSFER,156.6,False
971,615,TRANSFER,156.6,False
971,879,TRANSFER,156.6,False
971,419,TRANSFER,156.6,False
971,915,TRANSFER,156.6,False
971,819,TRANSFER,156.6,False
971,681,TRANSFER,156.6,False
971,980,TRANSFER,156.6,False
971,783,TRANSFER,156.6,False
971,981,TRANSFER,156.6,False
971,402,TRANSFER,156.6,False
971,941,TRANSFER,156.6,False
971,963,TRANSFER,156.6,False
971,622,TRANSFER,156.6,False
971,800,TRANSFER,156.6,False
971,448,TRANSFER,156.6,False
971,923,TRANSFER,156.6,False
971,846,TRANSFER,156.6,False
971,969,TRANSFER,156.6,False
971,727,TRANSFER,156.6,False
971,507,TRANSFER,156.6,False
971,926,TRANSFER,156.6,False
971,905,TRANSFER,156.6,False
971,608,TRANSFER,156.6,False
971,829,TRANSFER,156.6,False
419,773,TRANSFER,20.25,False
419,645,TRANSFER,20.25,False
419,997,TRANSFER,20.25,False
419,228,TRANSFER,20.25,False
419,756,TRANSFER,20.25,False
419,702,TRANSFER,20.25,False
419,706,TRANSFER,20.25,False
336,154,TRANSFER,1142.84,False
395,520,TRANSFER,296.44,False
848,383,TRANSFER,444.01,False
700,918,TRANSFER,16.38,False
700,992,TRANSFER,16.38,False
700,499,TRANSFER,16.38,False
700,258,TRANSFER,16.38,False
700,424,TRANSFER,16.38,False
700,602,TRANSFER,16.38,False
700,957,TRANSFER,16.38,False
700,706,TRANSFER,16.38,False
700,838,TRANSFER,16.38,False
